Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time
Pash S,7,in_play,Backhand,Slice,36.453548,45,6,1,deep,deuce,near,0.991724,3.084956,deep,ad,far,2.596928,23.770184,1.301526,down the line,In,false,19:10:18,1741.839966
Opponent,8,in_play,Forehand,Topspin,43.195683,45,6,1,deep,ad,far,2.367576,18.380337,out,deuce,near,1.219244,-1.512992,0.804284,down the line,In,false,19:10:20,1743.890015
Pash S,9,in_play,Backhand,Flat,39.068153,45,6,1,short,ad,near,-0.370693,5.541852,out,ad,far,3.007992,25.129774,1.210861,cross court,In,false,19:10:22,1745.560059
Opponent,10,in_play,Forehand,Topspin,59.340595,45,6,1,short,deuce,far,-1.848298,17.527386,out,ad,near,-0.619621,-0.535262,0.996557,inside in,In,false,19:10:24,1747.48999
Pash S,11,in_play,Forehand,Topspin,43.650265,45,6,1,deep,ad,near,-3.412508,1.176215,out,deuce,far,-2.195711,25.016993,0.502318,down the line,In,false,19:10:25,1748.72998
Opponent,12,in_play,Backhand,Flat,40.062561,45,6,1,short,deuce,near,0.82426,10.874099,out,ad,near,-3.353104,-1.352752,0.92699,down the line,Net,false,19:10:27,1750.390015
Opponent,0,none,Feed,Flat,20.784662,46,6,1,short,deuce,far,-0.977418,18.049812,out,deuce,near,0.572757,-0.793782,0.751238,---,In,false,19:10:35,1758.569946
Pash S,1,first_serve,Serve,Flat,67.750732,46,6,1,short,ad,far,0.905615,18.089914,out,deuce,far,-1.513504,25.126535,2.673516,out wide,Net,false,19:10:59,1782.290039
Pash S,1,first_serve,Serve,Slice,50.282936,46,6,1,deep,deuce,near,2.525282,5.422022,out,deuce,far,-1.268505,25.078989,2.641552,out wide,Out,false,19:11:09,1793.140015
Opponent,2,first_return,Forehand,Flat,41.227806,46,6,1,deep,deuce,far,-1.846582,22.073299,out,deuce,near,3.891969,-0.532499,1.274319,cross court,In,false,19:11:11,1794.670044
Pash S,3,serve_plus_one,Forehand,Topspin,36.880169,46,6,1,deep,deuce,near,0.256649,4.489835,deep,deuce,far,-2.3514,24.805498,1.504153,cross court,In,false,19:11:13,1796.540039
Opponent,4,return_plus_one,Forehand,Topspin,47.47261,46,6,1,short,deuce,far,-1.458863,15.824171,deep,deuce,near,0.31492,-0.158322,1.479768,cross court,In,false,19:11:15,1798.469971
Pash S,5,in_play,Forehand,Flat,43.341541,46,6,1,deep,ad,near,-2.787083,5.467918,out,deuce,far,-2.623962,25.85207,0.502873,down the line,In,false,19:11:16,1800.040039
Opponent,6,in_play,Backhand,Topspin,52.187199,46,6,1,deep,ad,far,0.436769,21.788263,out,ad,near,-2.821373,-1.055465,0.84791,cross court,In,false,19:11:18,1801.709961
Pash S,7,in_play,Forehand,Topspin,56.211197,46,6,1,deep,deuce,near,1.433107,5.471982,deep,ad,far,0.516493,20.838814,1.642382,inside in,In,false,19:11:20,1803.459961
Opponent,8,in_play,Forehand,Topspin,42.257381,46,6,1,short,deuce,far,-0.987063,18.279354,deep,deuce,near,1.225377,-0.478958,0.698209,cross court,In,false,19:11:21,1804.609985
Pash S,9,in_play,Forehand,Topspin,45.465637,46,6,1,out,deuce,near,3.354448,-1.440591,out,deuce,far,-1.27021,25.522253,0.911183,cross court,Out,false,19:11:23,1806.329956
Opponent,0,none,Forehand,Flat,45.229916,47,6,1,short,ad,far,0.609001,17.178774,out,ad,near,-0.178686,-0.745053,0.630215,inside out,In,false,19:11:38,1822.130005
Pash S,1,first_serve,Serve,Slice,72.202713,47,6,1,deep,ad,near,-1.477543,5.479426,short,ad,far,0.451675,23.588198,1.921187,down the T,Out,false,19:11:48,1831.869995
Opponent,2,first_return,Forehand,Slice,39.339664,47,6,1,short,ad,near,-2.790948,11.607201,deep,ad,near,-2.21928,0.106546,1.181024,inside out,Net,false,19:11:49,1832.890015
Opponent,3,none,Feed,Topspin,20.784662,47,6,1,short,center_line,far,-0.013189,17.682211,deep,deuce,near,1.51086,0.099477,0.933625,---,In,false,19:11:54,1837.910034
Pash S,1,first_serve,Serve,Slice,78.177475,48,6,1,short,deuce,near,2.661742,7.526196,deep,deuce,far,-2.052783,24.171228,2.71638,out wide,In,false,19:12:06,1849.790039
Opponent,2,first_return,Forehand,Slice,49.134758,48,6,1,short,deuce,near,2.285414,10.724746,out,deuce_alley,near,4.849592,-0.572175,0.962218,down the line,Net,false,19:12:07,1850.810059
Pash S,1,first_serve,Serve,Flat,77.467575,49,6,1,short,deuce,far,-1.512611,16.685181,out,ad,far,1.69083,25.174681,2.555961,out wide,Net,false,19:12:33,1876.540039
Opponent,1,none,Backhand,Topspin,33.218998,49,6,1,deep,ad,far,1.089161,18.808102,deep,ad_alley,near,-4.366582,-0.411264,0.926087,down the line,In,false,19:12:35,1879.23999
Pash S,1,first_serve,Serve,Flat,67.471397,49,6,1,short,ad,near,-2.609798,7.106052,deep,ad,far,1.479224,24.631231,2.560185,out wide,In,false,19:12:46,1889.430054
Opponent,2,first_return,Backhand,Flat,38.554993,49,6,1,deep,deuce,far,-0.733925,21.559418,out,ad_alley,near,-4.178684,-1.238071,0.946648,down the line,In,false,19:12:47,1890.469971
Pash S,3,serve_plus_one,Forehand,Flat,40.764118,49,6,1,short,deuce,near,0.230339,7.38818,out,deuce,far,-0.427001,25.395126,1.738278,cross court,In,false,19:12:49,1892.650024
Opponent,4,return_plus_one,Forehand,Topspin,53.618896,49,6,1,deep,ad,far,1.543473,22.041908,out,deuce,near,0.480162,-0.986045,1.093799,down the line,In,false,19:12:51,1894.400024
Pash S,5,in_play,Backhand,Topspin,34.06625,49,6,1,deep,deuce_alley,near,4.731529,3.170133,deep,ad,far,3.164261,23.467897,1.341783,down the line,Out,false,19:12:52,1895.73999
Opponent,6,in_play,Forehand,Topspin,40.606037,49,6,1,short,deuce,far,-0.317391,17.607876,out,deuce_alley,near,4.707942,-1.134729,0.947308,down the line,In,false,19:12:55,1898.26001
Pash S,1,first_serve,Serve,Flat,63.803936,50,6,1,short,deuce,near,0.668117,6.367712,deep,deuce,far,-1.045893,23.237181,2.594069,down the T,In,false,19:13:06,1910.219971
Pash S,0,none,Feed,Flat,25.114799,51,6,1,short,center_line,near,0,6.477829,deep,ad,far,0.921178,20.103825,1.671905,---,In,false,19:13:23,1926.98999
Opponent,1,none,Feed,Flat,19.918634,51,6,1,short,deuce,far,-3.131398,18.220652,deep,ad,near,-1.407322,1.67411,0.692999,---,In,false,19:13:27,1930.790039
Pash S,1,first_serve,Serve,Slice,46.814865,51,6,1,short,ad,near,-2.110241,10.081985,deep,ad,far,1.469967,23.050564,2.454258,out wide,In,false,19:13:37,1941.130005
Opponent,2,first_return,Forehand,Topspin,48.58485,51,6,1,deep,deuce,far,-1.822861,20.618107,out,ad,near,-2.845068,-0.671909,0.725543,inside in,In,false,19:13:39,1942.5
Pash S,3,serve_plus_one,Forehand,Topspin,43.686443,51,6,1,short,ad,near,-2.224692,6.802627,out,deuce,far,-1.333867,25.092363,0.988898,down the line,In,false,19:13:40,1944.02002
Opponent,4,return_plus_one,Backhand,Flat,47.309696,51,6,1,deep,deuce,far,-2.906594,19.667597,out,ad,near,-2.404106,-0.66171,0.43268,down the line,In,false,19:13:42,1945.650024
Pash S,5,in_play,Forehand,Topspin,40.837357,51,6,1,short,deuce,near,1.601578,7.740366,out,deuce,far,-2.963947,26.346277,0.6622,cross court,In,false,19:13:43,1947.150024
Opponent,6,in_play,Forehand,Slice,34.850216,51,6,1,deep,ad,far,1.267459,21.734516,deep,deuce,near,2.819565,0.000555,0.828525,down the line,In,false,19:13:45,1949.060059
Pash S,7,in_play,Forehand,Flat,56.058884,51,6,1,deep,ad,near,-2.343324,3.413775,out,ad,far,0.98447,25.308237,0.946074,inside out,In,false,19:13:48,1951.359985
Opponent,8,in_play,Backhand,Topspin,36.055435,51,6,1,short,ad,far,2.329623,17.46719,out,ad,near,-2.405494,-2.017864,-0.046186,cross court,In,false,19:13:49,1952.709961
Pash S,9,in_play,Backhand,Slice,37.6101,51,6,1,deep,deuce,near,0.096318,5.180443,deep,ad,far,3.003994,21.516836,1.906193,down the line,In,false,19:13:51,1954.780029
Opponent,10,in_play,Backhand,Flat,47.168488,51,6,1,deep,ad,far,2.437665,21.372103,deep,ad,near,-0.649984,0.623277,0.783735,cross court,In,false,19:13:53,1956.400024
Pash S,11,in_play,Backhand,Topspin,33.521885,51,6,1,short,deuce,near,1.566735,8.400402,out,ad,far,2.647229,25.7017,1.257189,down the line,In,false,19:13:54,1957.920044
Opponent,12,in_play,Forehand,Topspin,55.065289,51,6,1,deep,deuce,far,-1.8139,18.764305,deep,deuce,near,1.238653,0.760794,0.752388,cross court,In,false,19:13:56,1960.030029
Pash S,13,in_play,Forehand,Topspin,69.19371,51,6,1,short,deuce,near,0.269199,7.481353,out,deuce,far,-2.819283,25.105242,0.836351,cross court,In,false,19:13:58,1961.540039
Opponent,14,in_play,Forehand,Flat,16.306541,51,6,1,short,deuce,near,3.305254,9.6931,short,deuce,near,0.269199,6.956106,0.576694,cross court,Net,false,19:13:59,1962.5
Pash S,1,first_serve,Serve,Flat,64.487343,52,6,1,short,ad,far,1.853342,14.833732,deep,deuce,far,-1.101836,23.903799,2.635824,out wide,Net,false,19:14:22,1985.310059
Pash S,1,first_serve,Serve,Slice,48.189606,52,6,1,short,deuce,near,2.093978,7.969035,deep,deuce,far,-1.687531,23.904757,2.658796,out wide,In,false,19:14:31,1994.27002
Opponent,2,first_return,Forehand,Topspin,51.73772,52,6,1,short,deuce,far,-0.657326,17.455837,out,deuce,near,3.193622,-0.733244,0.993547,cross court,In,false,19:14:32,1995.72998
Pash S,3,serve_plus_one,Forehand,Topspin,44.561382,52,6,1,deep,deuce,near,0.168929,4.196911,out,deuce,far,-2.328012,25.114548,0.859804,cross court,In,false,19:14:34,1997.27002
Opponent,4,return_plus_one,Forehand,Flat,44.096962,52,6,1,deep,deuce_alley,far,-4.124738,20.254871,out,deuce,near,0.296092,-1.130767,1.054376,down the line,Out,false,19:14:35,1998.939941
Opponent,5,none,Feed,Topspin,24.248772,52,6,1,deep,ad,far,1.146711,19.949678,deep,deuce,near,0.437285,0.503919,0.927948,---,In,false,19:14:43,2006.609985
Pash S,1,first_serve,Serve,Flat,55.865295,53,6,1,short,deuce,far,-1.197858,11.996254,out,ad,far,0.781367,22.71806,2.651497,down the T,Net,false,19:15:02,2025.72998
Pash S,1,first_serve,Serve,Flat,49.860729,53,6,1,short,ad,near,-1.820097,7.601421,out,ad,far,1.491497,23.439278,2.54333,down the T,In,false,19:15:09,2032.969971
Opponent,2,first_return,Backhand,Flat,40.867863,53,6,1,deep,ad,far,0.846053,23.16861,out,ad_alley,near,-4.517075,-1.518103,0.597172,down the line,In,false,19:15:11,2034.369995
Pash S,3,serve_plus_one,Forehand,Topspin,37.964584,53,6,1,out,deuce,near,1.957026,-0.702222,deep,ad,far,1.197518,24.30514,1.923213,inside in,Out,false,19:15:13,2036.339966
Opponent,4,none,Feed,Flat,25.114799,53,6,1,short,ad,far,0.451593,17.726254,deep,deuce,near,1.601544,1.469247,1.209917,---,In,false,19:15:17,2040.689941
Opponent,5,none,Feed,Flat,23.382744,53,6,1,deep,ad,far,1.176734,19.247379,short,deuce,near,0.556003,8.944516,1.656416,---,In,false,19:15:23,2047.199951
Pash S,1,first_serve,Serve,Flat,74.835724,54,6,1,short,ad,far,1.15612,17.960142,deep,deuce,far,-1.130184,24.905779,2.523069,out wide,Net,false,19:15:35,2058.409912
Pash S,1,first_serve,Serve,Flat,54.093899,54,6,1,short,deuce,near,3.668903,5.529552,deep,deuce,far,-1.098134,24.901438,2.608173,out wide,In,false,19:15:50,2074.139893
Opponent,2,none,Forehand,Topspin,41.408764,54,6,1,deep,ad,far,0.726757,21.131104,out,deuce_alley,near,5.417354,-0.750578,1.004375,down the line,In,false,19:15:52,2075.719971
Pash S,3,none,Forehand,Topspin,60.207523,54,6,1,short,deuce,near,1.089594,5.557278,out,deuce,far,-0.488858,25.478683,1.030007,cross court,In,false,19:15:54,2077.790039
Opponent,4,none,Forehand,Topspin,42.250179,54,6,1,short,deuce,near,2.264778,11.640312,deep,deuce,near,1.564567,-0.513216,1.026359,cross court,Net,false,19:15:55,2079.139893
Opponent,5,none,Feed,Flat,20.925699,54,6,1,short,ad,far,0.901771,18.072279,short,deuce,near,0.560871,10.2984,2.234442,---,In,false,19:16:10,2094.23999
Pash S,1,first_serve,Serve,Flat,74.195869,54,6,1,deep,ad,near,-2.924201,2.767923,deep,ad,far,1.475432,24.843182,2.55251,out wide,Out,false,19:16:29,2112.550049
Pash S,1,first_serve,Serve,Slice,43.186008,54,6,1,short,ad,near,-2.239133,7.268167,deep,ad,far,1.285082,24.361217,2.564729,out wide,In,false,19:16:35,2118.98999
Opponent,2,first_return,Backhand,Topspin,48.712372,54,6,1,short,ad,far,2.46341,17.745029,out,ad_alley,near,-4.542381,-1.139126,0.75191,down the line,In,false,19:16:37,2120.659912
Pash S,3,serve_plus_one,Backhand,Slice,36.885727,54,6,1,deep,ad,near,-1.174241,3.031797,deep,ad,far,3.554906,24.078058,1.119896,cross court,In,false,19:16:39,2122.280029
Opponent,4,return_plus_one,Forehand,Slice,35.700947,54,6,1,short,deuce,far,-0.277887,17.343225,out,ad,near,-1.172034,-1.551581,-0.022167,inside in,In,false,19:16:40,2124.179932
Pash S,5,in_play,Forehand,Topspin,50.801899,54,6,1,deep,ad,near,-1.615817,3.059565,deep,deuce,far,-0.067337,23.010996,0.739656,down the line,In,false,19:16:43,2126.449951
Opponent,6,in_play,Backhand,Flat,36.985596,54,6,1,short,ad,far,1.107389,13.657514,out,ad,near,-1.537689,-1.857319,0.744181,cross court,In,false,19:16:44,2127.620117
Pash S,7,in_play,BH Volley,Flat,22.516716,54,6,1,deep,ad,near,-3.778147,3.431581,short,ad,far,1.107389,14.866302,1.594657,cross court,In,false,19:16:45,2128.77002
Opponent,14,none,Feed,Flat,16.511604,54,6,1,short,ad,near,-2.549947,6.064431,short,ad,near,-2.437939,9.196073,1.904656,---,Net,false,19:16:50,2134.169922
Opponent,1,first_serve,Serve,Flat,59.712505,56,7,1,short,deuce,far,-2.285163,16.724367,deep,deuce,near,0.588444,-0.3984,2.647052,out wide,In,false,19:17:14,2158.110107
Pash S,2,first_return,Forehand,Topspin,50.798847,56,7,1,deep,ad,near,-0.564719,4.143269,out,deuce_alley,far,-4.202681,25.255781,0.909841,down the line,In,false,19:17:16,2159.350098
Opponent,3,serve_plus_one,Backhand,Topspin,48.56628,56,7,1,out,ad_alley,far,4.805758,27.922266,deep,ad,near,-0.575488,0.193953,0.863585,down the line,Out,false,19:17:17,2160.610107
Pash S,3,none,Feed,Flat,18.186579,56,7,1,short,ad,near,-0.060565,7.912152,deep,ad,far,0.531568,22.516056,1.319676,---,In,false,19:17:22,2165.800049
Opponent,1,first_serve,Serve,Flat,63.028278,57,7,1,short,ad,far,1.444763,15.465893,deep,ad,near,-2.763954,-0.035763,2.148121,down the T,In,false,19:17:29,2173.090088
Pash S,2,first_return,Forehand,Topspin,45.412506,57,7,1,deep,ad,near,-1.190951,1.857996,out,ad,far,1.942254,25.798105,0.79341,inside out,In,false,19:17:30,2174.23999
Opponent,3,serve_plus_one,Forehand,Slice,38.170448,57,7,1,deep,deuce,far,-0.112536,18.557032,out,ad,near,-1.284493,-1.552095,1.101443,inside in,In,false,19:17:32,2175.909912
Pash S,4,return_plus_one,Forehand,Topspin,51.117939,57,7,1,deep,deuce,near,2.205376,4.667881,deep,ad,far,0.119049,23.640654,0.914445,inside in,In,false,19:17:34,2177.810059
Opponent,5,in_play,Forehand,Topspin,50.808876,57,7,1,short,deuce,far,-1.517019,17.053989,out,deuce,near,1.881334,-1.208866,0.624426,cross court,In,false,19:17:35,2179.199951
Pash S,6,in_play,Forehand,Slice,25.319862,57,7,1,short,deuce,far,-0.765601,13.149843,deep,deuce,far,-3.374871,24.367767,0.537251,cross court,Net,false,19:17:37,2180.679932
Opponent,1,first_serve,Serve,Flat,72.432022,58,7,1,short,deuce,far,-3.703332,17.880253,deep,deuce,near,0.568054,-0.12284,2.453024,out wide,In,false,19:17:49,2193.139893
Pash S,2,first_return,Forehand,Topspin,47.426388,58,7,1,out,ad_alley,near,-4.145107,-1.888721,out,deuce_alley,far,-5.421868,25.583231,0.941267,down the line,Out,false,19:17:50,2194.159912
Opponent,1,first_serve,Serve,Flat,55.218338,59,7,1,short,deuce,near,2.206841,10.815738,deep,ad,near,-2.63244,-0.26216,2.410818,out wide,Net,false,19:18:04,2207.820068
Opponent,1,first_serve,Serve,Flat,46.775177,59,7,1,short,ad,far,1.860593,15.791098,deep,ad,near,-3.102659,0.012556,2.277145,down the T,In,false,19:18:13,2216.429932
Pash S,2,first_return,Forehand,Topspin,46.579311,59,7,1,deep,ad,near,-3.509203,5.314461,deep,ad,far,2.091683,24.362314,0.691897,inside out,In,false,19:18:14,2218.050049
Opponent,3,serve_plus_one,Backhand,Slice,41.589657,59,7,1,deep,ad,far,3.336062,19.825228,out,ad_alley,near,-4.749696,-1.555809,0.620003,down the line,In,false,19:18:16,2219.550049
Pash S,4,return_plus_one,Backhand,Topspin,56.9911,59,7,1,short,ad,far,2.461096,18.171671,deep,ad,far,3.921358,23.594473,1.047041,cross court,Net,false,19:18:18,2221.379883
Opponent,5,none,Feed,Flat,10.748139,59,7,1,deep,deuce,near,2.252332,2.087061,short,deuce,near,1.739958,9.654618,2.617813,---,Net,false,19:18:26,2229.76001
Opponent,1,first_serve,Serve,Flat,64.667473,60,7,1,short,ad,near,-1.442095,11.147326,out,deuce,near,0.477389,-0.602381,2.589941,down the T,Net,false,19:18:40,2243.719971
Opponent,1,first_serve,Serve,Flat,48.700344,60,7,1,short,deuce,far,-1.493744,18.073944,deep,deuce,near,0.603088,0.26524,2.585654,down the T,In,false,19:18:46,2249.959961
Pash S,2,first_return,Forehand,Topspin,53.514656,60,7,1,deep,ad,near,-1.544154,3.01977,deep,deuce,far,-2.452945,24.504509,1.057345,down the line,In,false,19:18:48,2251.47998
Opponent,3,serve_plus_one,Backhand,Flat,43.687004,60,7,1,short,ad,far,1.116886,17.494316,deep,ad,near,-1.61315,-0.522859,0.948978,cross court,In,false,19:18:49,2252.830078
Pash S,4,return_plus_one,Forehand,Topspin,49.932426,60,7,1,deep,deuce,near,1.854805,4.901388,out,ad,far,1.137343,26.943953,0.620781,inside in,In,false,19:18:51,2254.550049
Opponent,5,in_play,Forehand,Topspin,45.91161,60,7,1,short,ad,far,2.182747,15.820161,out,deuce,near,2.690112,-0.856,0.847111,down the line,In,false,19:18:52,2256.129883
Pash S,6,in_play,Backhand,Slice,43.958317,60,7,1,deep,ad,near,-2.594081,2.262032,out,ad,far,2.12812,25.061844,0.728957,cross court,In,false,19:18:54,2257.47998
Opponent,7,in_play,Backhand,Slice,37.721939,60,7,1,short,deuce,near,0.75409,8.233685,deep,ad,near,-2.072007,1.498726,1.089146,down the line,Net,false,19:18:56,2259.280029
Opponent,1,first_serve,Serve,Flat,64.997597,61,7,1,short,ad,far,2.689486,17.314669,deep,ad,near,-2.938438,0.158861,2.302785,out wide,In,false,19:19:21,2285
Pash S,2,first_return,Backhand,Slice,34.686188,61,7,1,deep,ad,near,-1.329885,3.048797,deep,ad,far,3.998948,23.890783,0.808842,cross court,In,false,19:19:22,2286.209961
Opponent,3,serve_plus_one,Forehand,Topspin,53.248154,61,7,1,deep,deuce,far,-1.747731,22.26597,out,ad,near,-1.286296,-0.558322,0.770673,inside in,In,false,19:19:25,2288.540039
Pash S,4,return_plus_one,Forehand,Topspin,43.885319,61,7,1,deep,ad,near,-2.750725,0.071141,out,deuce,far,-1.568097,25.87882,1.148738,down the line,In,false,19:19:26,2289.97998
Opponent,5,in_play,Backhand,Slice,33.243351,61,7,1,deep,deuce,far,-1.602946,19.299908,out,ad_alley,near,-4.230014,-2.004283,1.086845,down the line,In,false,19:19:28,2292.01001
Pash S,6,in_play,Forehand,Topspin,56.965801,61,7,1,short,deuce,near,0.979802,8.185323,deep,deuce,far,-0.776818,24.875086,0.974025,cross court,In,false,19:19:31,2294.850098
Opponent,7,in_play,Forehand,Flat,41.554054,61,7,1,short,ad,far,1.240667,17.868093,deep,deuce,near,1.270266,-0.0494,0.34764,down the line,In,false,19:19:32,2296.219971
Pash S,8,in_play,Backhand,Slice,45.935181,61,7,1,short,ad,near,-4.002264,5.525104,deep,ad,far,2.066388,23.781164,0.462323,cross court,In,false,19:19:34,2297.719971
Opponent,9,in_play,Backhand,Slice,42.501011,61,7,1,out,ad,far,1.750129,26.682289,deep,ad,near,-1.508743,0.863701,0.561268,cross court,Out,false,19:19:35,2299.120117
Pash S,1,first_serve,Serve,Flat,63.019775,62,8,1,short,deuce,far,-2.444773,17.484169,deep,deuce,near,0.971906,0.400559,2.737911,out wide,In,false,19:20:59,2382.389893
Opponent,2,first_return,Forehand,Slice,32.512726,62,8,1,short,deuce,near,2.747977,5.820108,deep,deuce,far,-3.840656,23.39319,1.048659,cross court,In,false,19:21:00,2383.459961
Pash S,3,serve_plus_one,Forehand,Flat,55.672264,62,8,1,short,deuce,far,-2.463864,17.458786,out,deuce,near,2.8326,-0.704938,1.181493,cross court,In,false,19:21:02,2385.610107
Opponent,4,return_plus_one,Forehand,Topspin,39.616543,62,8,1,deep,ad_alley,near,-4.898795,3.883417,out,deuce_alley,far,-4.446869,26.735842,0.748571,down the line,Out,false,19:21:03,2387.030029
Pash S,1,first_serve,Serve,Flat,71.005135,63,8,1,short,ad,far,0.734928,16.497606,out,ad,near,-2.476438,-0.871139,2.282993,down the T,In,false,19:21:16,2399.840088
Opponent,2,first_return,Forehand,Topspin,50.530037,63,8,1,short,ad,far,1.074774,16.332033,deep,ad,far,1.213567,24.525003,0.925842,inside out,Net,false,19:21:17,2401.139893
Pash S,1,first_serve,Serve,Flat,66.396835,64,8,1,short,deuce,far,-3.195633,16.162062,deep,deuce,near,1.027652,0.286151,2.666936,out wide,In,false,19:21:28,2412.090088
Opponent,2,first_return,Forehand,Topspin,54.941887,64,8,1,deep,deuce,near,0.819377,3.008209,out,deuce_alley,far,-5.26778,25.902119,1.058731,down the line,In,false,19:21:30,2413.340088
Pash S,2,none,Feed,Topspin,24.248772,64,8,1,short,deuce,near,2.766363,10.566156,out,deuce,near,1.128582,-1.903173,1.804721,---,Net,false,19:21:31,2414.620117
Pash S,1,first_serve,Serve,Flat,63.044788,65,8,1,short,ad,far,1.460862,15.172112,deep,ad,near,-2.006031,-0.033657,2.273836,down the T,In,false,19:21:55,2438.679932
Opponent,2,first_return,Forehand,Slice,32.088024,65,8,1,short,deuce,near,2.854231,6.548366,deep,ad,far,1.641815,23.388845,1.000746,inside in,In,false,19:21:56,2439.810059
Pash S,1,first_serve,Serve,Slice,67.95266,66,8,1,short,deuce,far,-2.815013,16.518492,deep,deuce,near,0.735326,0.070723,2.540056,out wide,In,false,19:22:15,2458.959961
Opponent,2,first_return,Forehand,Slice,48.832001,66,8,1,short,deuce,near,1.353123,9.116134,out,deuce_alley,far,-4.354975,25.31885,0.884379,down the line,In,false,19:22:17,2460.26001
Pash S,3,serve_plus_one,Forehand,Slice,34.138268,66,8,1,deep,deuce,far,-2.845082,21.558624,deep,deuce,near,2.567197,1.486066,0.558112,cross court,In,false,19:22:18,2461.659912
Opponent,4,return_plus_one,Forehand,Topspin,47.526234,66,8,1,short,ad,near,-2.297945,7.644532,out,deuce,far,-3.212092,25.915258,0.958017,down the line,In,false,19:22:20,2464.060059
Pash S,5,in_play,BH Volley,Flat,20.784662,66,8,1,out,ad,far,1.907212,24.403879,short,ad,near,-2.297945,7.119285,1.942496,cross court,Out,false,19:22:21,2464.969971
Opponent,6,in_play,Backhand,Topspin,27.12891,66,8,1,short,ad,near,-0.047707,9.450033,deep,ad,far,2.495005,21.455708,1.29117,cross court,In,false,19:22:24,2467.570068
Pash S,7,in_play,FH Volley,Flat,24.248772,66,8,1,short,deuce,far,-1.040364,15.950357,short,ad,near,-0.047707,8.924787,1.631699,down the line,In,false,19:22:25,2468.77002
Opponent,8,in_play,Forehand,Flat,35.654472,66,8,1,short,deuce,near,0.14763,6.349543,deep,deuce,far,-1.169832,19.644665,1.040314,cross court,In,false,19:22:27,2470.699951
Pash S,1,first_serve,Serve,Flat,112.58358,67,8,1,short,ad,far,1.971985,16.911762,out,ad,near,-2.606596,-0.595046,2.284941,down the T,In,false,19:22:52,2496.090088
Opponent,2,first_return,Backhand,Slice,34.762669,67,8,1,out,deuce,near,0.392467,-0.930683,deep,ad,far,3.303068,24.071611,1.109662,down the line,Out,false,19:22:53,2496.889893
Pash S,2,none,Feed,Flat,25.114799,67,8,1,deep,deuce,far,-0.203495,19.365614,out,deuce,near,2.048636,-1.865074,0.96228,---,In,false,19:22:57,2500.800049
Pash S,3,serve_plus_one,Forehand,Topspin,26.011288,67,8,1,short,deuce,far,-1.10279,16.0744,deep,deuce,near,1.528808,4.788906,1.552196,cross court,In,false,19:22:59,2503
Opponent,1,first_serve,Serve,Flat,73.774704,68,9,1,short,deuce,near,0.03194,6.726013,deep,deuce,far,-0.994587,23.009954,2.619988,down the T,In,false,19:23:16,2519.97998
Pash S,2,first_return,Backhand,Slice,37.376713,68,9,1,deep,ad,far,3.333571,22.970568,deep,deuce,near,0.351552,0.704417,1.215893,inside in,In,false,19:23:17,2521.01001
Opponent,3,serve_plus_one,Backhand,Topspin,26.021269,68,9,1,short,deuce,far,-2.600044,13.852859,out,ad,far,2.902399,25.223001,0.925238,down the line,Net,false,19:23:19,2522.97998
Pash S,0,none,Feed,Flat,21.650688,69,9,1,short,ad,far,0.444455,16.152319,deep,ad,near,-2.13047,1.833662,0.671244,---,In,false,19:23:28,2531.959961
Opponent,1,first_serve,Serve,Flat,60.543411,69,9,1,deep,ad,near,-1.729851,5.287347,deep,ad,far,1.409182,23.35277,2.655301,down the T,Out,false,19:23:38,2541.75
Pash S,2,none,Forehand,Flat,48.509861,69,9,1,short,ad,far,1.602901,17.944008,out,ad,near,-2.128595,-1.103258,0.987919,inside out,In,false,19:23:39,2542.870117
Opponent,3,none,Backhand,Topspin,55.171509,69,9,1,deep,ad,near,-3.945857,0.814632,deep,ad,far,2.819626,24.771069,0.94537,cross court,In,false,19:23:41,2544.399902
Pash S,4,none,Backhand,Topspin,29.62521,69,9,1,short,deuce_alley,near,4.706877,10.101679,out,ad_alley,near,-4.271759,-1.869597,0.818259,down the line,Net,false,19:23:42,2545.639893
Opponent,1,first_serve,Serve,Flat,42.425175,69,9,1,short,ad,near,-2.399426,8.450989,deep,ad,far,1.229454,23.334646,2.54301,out wide,In,false,19:23:49,2552.929932
Pash S,2,first_return,Forehand,Topspin,60.394989,69,9,1,short,deuce,far,-0.318211,18.111946,out,ad,near,-2.823777,-0.576736,0.821092,inside in,In,false,19:23:51,2554.629883
Opponent,3,serve_plus_one,Forehand,Topspin,54.594322,69,9,1,short,deuce,near,1.490507,7.12443,out,ad,far,0.914344,25.501137,0.524515,inside in,In,false,19:23:52,2556.01001
Pash S,4,return_plus_one,Forehand,Flat,37.915775,69,9,1,deep,ad,far,2.130212,22.468536,deep,deuce,near,1.134272,1.713387,2.144469,down the line,In,false,19:23:54,2557.47998
Opponent,5,in_play,Backhand,Topspin,53.417892,69,9,1,deep,ad_alley,near,-4.259056,0.491651,out,ad,far,2.719588,25.140615,1.32962,down the line,Out,false,19:23:55,2559.25
Pash S,0,none,Feed,Topspin,20.402678,70,9,1,deep,deuce,far,-1.261028,18.70171,short,ad,near,-3.749531,10.044908,1.744772,---,In,false,19:24:11,2575.060059
