Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time
Pash Sunuwar,14,in_play,Backhand,Topspin,33.456818,250,0,0,service_box,deuce,near,1.465558,9.067391,no_mans_land,ad,far,2.633057,22.593096,0.950003,down the line,In,false,20:39:32,
Opponent,15,in_play,FH Volley,Flat,13.998996,250,0,0,service_box,deuce,near,0.775605,5.569637,service_box,deuce,near,1.465558,8.542145,1.828934,cross court,Net,false,20:39:33,
Opponent,1,first_serve,Serve,Flat,62.023647,251,0,0,service_box,ad,far,0.194873,17.635605,no_mans_land,ad,near,-1.85603,-0.315639,2.531184,down the T,In,false,20:40:05,
Pash Sunuwar,2,return,Forehand,Topspin,40.189598,251,0,0,no_mans_land,ad,near,-1.32519,5.213271,out,ad,far,2.866249,25.200817,0.949656,inside out,In,false,20:40:06,
Opponent,3,serve_plus_one,Backhand,Slice,32.311699,251,0,0,service_box,ad,far,2.803292,17.709486,no_mans_land,ad,near,-2.502069,-0.222572,0.639342,cross court,In,false,20:40:08,
Pash Sunuwar,4,return_plus_one,Backhand,Slice,46.882122,251,0,0,service_box,ad,near,-1.034381,6.547608,no_mans_land,ad,far,3.256779,24.099199,0.722817,cross court,In,false,20:40:11,
Opponent,5,in_play,Backhand,Slice,30.108456,251,0,0,service_box,deuce,far,-0.93909,16.094069,no_mans_land,ad,near,-2.527873,1.101602,0.213966,down the line,In,false,20:40:12,
Pash Sunuwar,6,in_play,Forehand,Topspin,37.662403,251,0,0,no_mans_land,deuce,near,2.353963,2.730747,no_mans_land,deuce,far,-1.268694,24.36997,0.726446,cross court,In,false,20:40:14,
Opponent,7,in_play,Forehand,Topspin,43.494339,251,0,0,service_box,ad,near,-0.787504,11.297086,no_mans_land,deuce,near,3.824141,-0.248734,0.686196,down the line,Net,false,20:40:17,
Pash Sunuwar,1,first_serve,Serve,Slice,48.461052,254,0,0,service_box,ad,far,2.551818,16.258829,no_mans_land,deuce,far,-0.925063,22.448439,2.689604,out wide,Net,false,20:40:53,
Pash Sunuwar,1,second_serve,Serve,Slice,44.848827,255,0,0,service_box,deuce,near,1.010311,6.20928,no_mans_land,deuce,far,-1.510117,23.831028,2.570449,down the T,In,false,20:40:59,
Opponent,2,return,Forehand,Topspin,37.228012,255,0,0,service_box,ad,far,3.086305,18.077669,no_mans_land,deuce,near,1.979873,0.807396,0.748368,down the line,In,false,20:41:01,
Pash Sunuwar,3,serve_plus_one,Backhand,Topspin,43.684841,255,0,0,service_box,deuce,near,1.340172,7.399634,out,ad,far,3.486565,24.9963,0.961898,down the line,In,false,20:41:03,
Opponent,4,return_plus_one,Forehand,Slice,39.933388,255,0,0,no_mans_land,ad_alley,far,4.807988,22.271385,no_mans_land,deuce,near,1.187601,1.502106,0.602505,down the line,Out,false,20:41:04,
Pash Sunuwar,1,first_serve,Serve,Slice,52.995762,256,0,0,service_box,ad,near,-2.103649,7.181615,no_mans_land,ad,far,1.045978,24.113863,2.434766,down the T,In,false,20:41:25,
Opponent,2,return,Backhand,Topspin,39.954403,256,0,0,service_box,ad,far,0.581533,18.277966,out,ad_alley,near,-4.159395,-0.610032,0.663744,down the line,In,false,20:41:27,
Pash Sunuwar,3,serve_plus_one,Forehand,Topspin,46.841824,256,0,0,no_mans_land,deuce,near,0.296506,2.74425,out,ad,far,0.887796,25.589624,0.828377,inside in,In,false,20:41:29,
Opponent,4,return_plus_one,Forehand,Topspin,31.243275,256,0,0,service_box,deuce,far,-0.229618,17.88834,no_mans_land,deuce,near,0.144772,-0.161547,0.925191,cross court,In,false,20:41:30,
Pash Sunuwar,5,in_play,Forehand,Topspin,47.858173,256,0,0,no_mans_land,deuce,near,1.625699,1.650346,no_mans_land,deuce,far,-0.36873,24.268106,0.668298,cross court,In,false,20:41:33,
Opponent,6,in_play,Forehand,Topspin,34.500107,256,0,0,service_box,deuce,far,-1.905042,17.77828,no_mans_land,deuce,near,1.440931,-0.477713,0.965624,cross court,In,false,20:41:34,
Pash Sunuwar,7,in_play,Forehand,Flat,43.391014,256,0,0,no_mans_land,deuce,near,2.173535,3.32532,out,deuce,far,-2.559587,25.618189,1.043445,cross court,In,false,20:41:36,
Opponent,8,in_play,Forehand,Topspin,39.395115,256,0,0,service_box,deuce,far,-0.880479,18.052719,out,deuce,near,3.343057,-0.736035,0.987227,cross court,In,false,20:41:38,
Pash Sunuwar,9,in_play,Forehand,Topspin,53.010807,256,0,0,no_mans_land,ad,near,-2.825356,2.591909,out,deuce,far,-1.829018,24.997101,1.01575,down the line,In,false,20:41:40,
Opponent,10,in_play,Backhand,Slice,28.49337,256,0,0,service_box,ad_alley,near,-5.330816,11.840022,no_mans_land,ad,near,-3.007675,0.242056,0.978915,down the line,Net,false,20:41:41,
Pash Sunuwar,1,first_serve,Serve,Slice,43.414555,257,0,0,service_box,deuce,near,2.15519,7.012611,service_box,deuce,far,-0.260166,24.041895,2.321955,down the T,In,false,20:42:07,
Opponent,2,return,Forehand,Topspin,44.634434,257,0,0,no_mans_land,ad,far,0.881974,19.410404,no_mans_land,deuce,near,3.704434,1.375937,0.533618,down the line,In,false,20:42:09,
Pash Sunuwar,3,serve_plus_one,Backhand,Flat,40.309521,257,0,0,service_box,deuce,near,0.499302,6.384635,out,ad,far,0.65955,25.884989,1.080557,down the line,In,false,20:42:11,
Opponent,4,return_plus_one,Forehand,Topspin,36.971493,257,0,0,service_box,deuce,far,-0.194873,18.182823,no_mans_land,deuce,near,0.257735,0.578908,0.760702,cross court,In,false,20:42:13,
Pash Sunuwar,5,in_play,Forehand,Flat,32.616241,257,0,0,service_box,deuce,far,-1.569237,11.916097,out,deuce,far,-2.631942,25.354603,1.075609,cross court,Net,false,20:42:14,
Pash Sunuwar,1,first_serve,Serve,Slice,55.705379,259,0,0,service_box,ad,near,-2.480652,7.039506,no_mans_land,ad,far,0.750771,24.861198,2.544229,out wide,In,false,20:42:29,
Opponent,2,return,Backhand,Slice,37.627735,259,0,0,no_mans_land,ad,far,0.740073,19.626703,out,ad_alley,near,-4.934934,-0.848425,0.504801,down the line,In,false,20:42:30,
Pash Sunuwar,1,first_serve,Serve,Slice,50.574322,260,0,0,service_box,ad,far,1.150663,16.258829,no_mans_land,deuce,far,-0.912859,22.497967,2.573411,out wide,Net,false,20:42:56,
Pash Sunuwar,1,second_serve,Serve,Slice,35.810528,261,0,0,service_box,deuce,near,1.105749,5.836515,no_mans_land,deuce,far,-0.909613,23.257803,2.692734,down the T,In,false,20:43:02,
Opponent,2,return,Backhand,Slice,34.676861,261,0,0,service_box,deuce,far,-2.347532,18.077669,no_mans_land,deuce,near,0.61809,1.298411,1.039001,inside out,In,false,20:43:04,
Pash Sunuwar,3,serve_plus_one,Forehand,Topspin,49.383335,261,0,0,no_mans_land,deuce,near,0.182991,4.692943,no_mans_land,deuce,far,-3.015193,24.91478,0.887312,cross court,In,false,20:43:06,
Opponent,4,return_plus_one,Forehand,Topspin,45.013,261,0,0,service_box,deuce,far,-1.692036,16.779741,no_mans_land,deuce,near,0.904857,0.958916,0.724015,cross court,In,false,20:43:08,
Pash Sunuwar,5,in_play,Forehand,Topspin,49.099361,261,0,0,no_mans_land,deuce,near,1.053043,3.18751,out,deuce,far,-2.377287,25.883619,0.457669,cross court,In,false,20:43:09,
Opponent,6,in_play,Forehand,Topspin,38.655544,261,0,0,service_box,deuce,far,-2.505738,18.113962,no_mans_land,deuce,near,1.194006,0.332926,1.048981,cross court,In,false,20:43:11,
Pash Sunuwar,7,in_play,Forehand,Flat,55.591721,261,0,0,no_mans_land,ad,near,-2.500577,0.750362,out,deuce,far,-3.024527,25.877974,1.117563,down the line,In,false,20:43:12,
Opponent,8,in_play,Backhand,Topspin,38.032871,261,0,0,no_mans_land,ad,far,2.839803,21.414303,out,ad,near,-2.768353,-1.070989,0.065895,cross court,In,false,20:43:14,
Pash Sunuwar,9,in_play,Backhand,Topspin,42.440014,261,0,0,no_mans_land,ad,near,-0.589848,2.906407,out,ad,far,3.342803,25.386469,1.203094,cross court,In,false,20:43:16,
Opponent,10,in_play,Backhand,Topspin,38.608589,261,0,0,no_mans_land,ad,far,0.528526,20.031538,no_mans_land,ad,near,-1.253708,-0.30441,1.052199,cross court,In,false,20:43:18,
Pash Sunuwar,11,in_play,Forehand,Topspin,36.012379,261,0,0,no_mans_land,deuce,near,0.125453,1.121882,no_mans_land,ad,far,0.256652,24.750237,1.309603,inside in,In,false,20:43:20,
Opponent,12,in_play,Forehand,Topspin,32.062809,261,0,0,service_box,ad,far,0.371543,16.779741,out,ad,near,-0.008547,-0.616431,0.776319,inside out,In,false,20:43:21,
Pash Sunuwar,13,in_play,Forehand,Topspin,46.286152,261,0,0,out,ad,near,-1.709335,-0.17512,out,deuce,far,-0.064782,25.355875,0.883055,down the line,Out,false,20:43:23,
Pash Sunuwar,1,first_serve,Serve,Slice,48.045433,263,0,0,service_box,ad,near,-0.678984,7.012906,no_mans_land,ad,far,1.057743,23.929508,2.561655,down the T,In,false,20:43:40,
Opponent,2,return,Forehand,Topspin,43.719387,263,0,0,no_mans_land,deuce,far,-0.233252,21.079502,out,ad,near,-1.246074,-0.774049,0.928164,inside in,In,false,20:43:41,
Pash Sunuwar,1,first_serve,Serve,Slice,51.257397,264,0,0,service_box,deuce,near,2.005218,5.735303,no_mans_land,deuce,far,-0.913756,23.65414,2.474634,down the T,In,false,20:44:05,
Opponent,2,return,Forehand,Topspin,53.338932,264,0,0,no_mans_land,ad,far,2.656221,19.984102,no_mans_land,deuce,near,4.013229,-0.233801,0.633282,down the line,In,false,20:44:07,
Pash Sunuwar,3,serve_plus_one,Backhand,Slice,35.972034,264,0,0,no_mans_land,deuce,near,0.573971,3.132731,no_mans_land,ad,far,2.690452,24.659018,0.673086,down the line,In,false,20:44:08,
Opponent,4,return_plus_one,Forehand,Topspin,50.729771,264,0,0,no_mans_land,ad,far,0.41313,23.249641,no_mans_land,deuce,near,0.41313,0.170123,0.996655,down the line,In,false,20:44:11,
Pash Sunuwar,5,in_play,Backhand,Topspin,36.699345,264,0,0,no_mans_land,ad,near,-2.686531,3.538978,no_mans_land,ad,far,2.991317,24.575426,1.027786,cross court,In,false,20:44:12,
Opponent,6,in_play,Backhand,Topspin,46.800354,264,0,0,no_mans_land,deuce,far,-2.455834,23.647131,no_mans_land,ad,near,-2.455834,0.034967,1.033999,down the line,In,false,20:44:14,
Pash Sunuwar,7,in_play,Forehand,Topspin,49.274666,264,0,0,service_box,deuce,near,0.612047,6.471134,out,deuce,far,-0.247121,25.520863,1.020986,cross court,In,false,20:44:16,
Opponent,8,in_play,Forehand,Topspin,21.872885,264,0,0,service_box,ad,near,-2.725511,6.158151,service_box,deuce,near,0.54094,6.341455,0.75255,down the line,Net,false,20:44:17,
Pash Sunuwar,1,first_serve,Serve,Flat,55.648041,265,0,0,service_box,deuce,far,-1.812037,11.899458,out,ad,far,0.961,25.006046,2.581072,out wide,Net,false,20:44:42,
Pash Sunuwar,1,second_serve,Serve,Slice,36.563522,266,0,0,service_box,ad,near,-2.882733,6.74919,no_mans_land,ad,far,0.761227,24.275873,2.548656,out wide,In,false,20:44:49,
Opponent,2,return,Backhand,Slice,36.573059,266,0,0,no_mans_land,ad,far,1.166928,19.05172,out,ad_alley,near,-4.721546,-0.527345,1.237226,down the line,In,false,20:44:51,
Pash Sunuwar,3,serve_plus_one,Forehand,Topspin,41.053188,266,0,0,service_box,deuce,near,1.082023,6.884551,no_mans_land,ad,far,2.159575,24.564621,0.973471,inside in,In,false,20:44:53,
Opponent,4,return_plus_one,Forehand,Topspin,41.56329,266,0,0,no_mans_land,ad,far,0.586539,23.085386,no_mans_land,deuce,near,0.586539,0.456951,0.805185,down the line,In,false,20:44:54,
Pash Sunuwar,1,first_serve,Serve,Slice,38.133137,267,0,0,service_box,deuce,near,2.394482,8.274133,no_mans_land,deuce,far,-0.847555,22.469408,2.704806,out wide,In,false,20:45:14,
Opponent,2,return,Forehand,Topspin,45.723698,267,0,0,service_box,ad,far,1.669355,15.551455,out,deuce_alley,near,4.325488,-0.841846,0.691568,down the line,In,false,20:45:15,
Pash Sunuwar,3,serve_plus_one,Backhand,Slice,37.524292,267,0,0,no_mans_land,ad,near,-2.63316,1.402927,no_mans_land,ad,far,0.286439,24.140429,0.542799,cross court,In,false,20:45:17,
Opponent,4,return_plus_one,Backhand,Slice,33.779247,267,0,0,service_box,deuce,far,-1.910704,16.92276,no_mans_land,ad,near,-2.582448,-0.343559,0.712741,down the line,In,false,20:45:19,
Pash Sunuwar,1,first_serve,Serve,Slice,49.121601,268,0,0,service_box,ad,near,-1.494303,7.110968,no_mans_land,ad,far,0.932673,22.876383,2.772338,down the T,In,false,20:45:46,
Opponent,2,return,Forehand,Topspin,56.283501,268,0,0,no_mans_land,ad,far,0.437144,23.447506,out,ad,near,-1.961158,-1.40947,0.79817,inside out,In,false,20:45:48,
Pash Sunuwar,3,serve_plus_one,Backhand,Flat,46.304863,268,0,0,service_box,ad,near,-1.632961,6.216514,out,ad,far,3.075396,25.083464,0.77171,cross court,In,false,20:45:49,
Opponent,4,return_plus_one,Backhand,Flat,33.557457,268,0,0,service_box,deuce,far,-0.407139,16.547232,out,ad,near,-3.33794,-0.930191,0.503138,down the line,In,false,20:45:51,
Pash Sunuwar,5,in_play,Forehand,Topspin,43.825321,268,0,0,service_box,ad,near,-1.474269,7.427683,out,ad,far,0.110968,25.695438,0.724675,inside out,In,false,20:45:53,
Opponent,6,in_play,Backhand,Slice,33.95652,268,0,0,service_box,deuce,far,-0.560537,17.120506,no_mans_land,ad,near,-3.461491,1.238568,0.263105,down the line,In,false,20:45:55,
Pash Sunuwar,7,in_play,Forehand,Flat,40.666283,268,0,0,service_box,deuce,near,0.819464,9.961919,no_mans_land,deuce,far,-0.581357,24.716146,0.715174,cross court,In,false,20:45:57,
Opponent,8,in_play,FH Volley,Flat,19.052607,268,0,0,service_box,deuce,far,-1.436161,15.857331,service_box,deuce,near,0.819464,9.436672,1.835889,cross court,In,false,20:45:58,
Opponent,1,first_serve,Serve,Slice,72.279709,269,0,0,service_box,deuce,near,1.448074,6.329091,no_mans_land,deuce,far,-0.977536,23.238333,2.646834,down the T,In,false,20:47:30,
Pash Sunuwar,2,return,Forehand,Topspin,42.655186,269,0,0,no_mans_land,ad,far,3.621778,19.036091,out,deuce,near,2.48801,-0.587802,0.863168,down the line,In,false,20:47:31,
Opponent,1,first_serve,Serve,Slice,62.763916,270,0,0,service_box,deuce,far,-0.542486,17.826939,no_mans_land,ad,far,0.48959,23.307806,2.694351,down the T,Net,false,20:47:41,
Opponent,1,second_serve,Serve,Slice,46.802685,271,0,0,service_box,ad,near,-1.271325,7.214739,no_mans_land,ad,far,0.571871,22.984715,2.568493,down the T,In,false,20:47:45,
Pash Sunuwar,2,return,Forehand,Topspin,44.897312,271,0,0,service_box,ad,near,-1.495669,8.047234,no_mans_land,ad,near,-1.793905,-0.067913,1.099365,inside out,Net,false,20:47:47,
Opponent,1,first_serve,Serve,Slice,63.257397,273,0,0,service_box,deuce,near,1.685097,6.299677,no_mans_land,deuce,far,-1.167527,23.836184,2.720535,down the T,In,false,20:48:09,
Pash Sunuwar,2,return,Forehand,Flat,41.311825,273,0,0,service_box,deuce,far,-1.119727,18.257591,no_mans_land,deuce,near,2.94579,-0.263413,0.757471,cross court,In,false,20:48:10,
Opponent,3,serve_plus_one,Forehand,Flat,58.375496,273,0,0,no_mans_land,deuce,near,1.100446,5.200098,no_mans_land,deuce,far,-1.294298,23.097322,0.836834,cross court,In,false,20:48:12,
Pash Sunuwar,4,return_plus_one,Forehand,Topspin,44.305351,273,0,0,service_box,ad,far,0.200723,13.840453,no_mans_land,deuce,near,1.327886,-0.243736,0.611299,down the line,In,false,20:48:13,
Opponent,5,in_play,FH Volley,Flat,17.320551,273,0,0,no_mans_land,ad,near,-0.911654,1.669104,service_box,ad,far,0.200723,15.049241,1.858244,cross court,In,false,20:48:14,
Opponent,1,first_serve,Serve,Slice,59.501732,275,0,0,service_box,deuce,far,-1.252698,17.635605,service_box,ad,far,0.21813,22.818127,2.455811,out wide,Net,false,20:48:30,
Opponent,1,second_serve,Serve,Kick,50.949188,276,0,0,service_box,ad,near,-3.322754,5.660437,no_mans_land,ad,far,0.85816,24.361467,2.59984,out wide,In,false,20:48:35,
Pash Sunuwar,2,return,Backhand,Topspin,46.252106,276,0,0,service_box,deuce,far,-1.377505,15.933929,out,ad_alley,near,-4.995203,-1.473418,0.797944,down the line,In,false,20:48:36,
Opponent,3,serve_plus_one,Forehand,Slice,32.118614,276,0,0,service_box,deuce,near,1.62728,6.753714,no_mans_land,ad,far,0.136634,20.520422,0.533775,inside in,In,false,20:48:38,
