Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time
Opponent,2,return,Forehand,Topspin,42.270645,202,0,0,no_mans_land,deuce,far,-1.275995,21.507765,out,ad,near,-2.45893,-0.664183,1.264749,inside in,In,false,20:22:19,
Pash Sunuwar,3,serve_plus_one,Forehand,Flat,42.684029,202,0,0,no_mans_land,ad,near,-1.32838,2.31692,no_mans_land,deuce,far,-0.690834,24.773413,1.359097,down the line,In,false,20:22:21,
Opponent,4,return_plus_one,Backhand,Topspin,36.135494,202,0,0,service_box,ad,far,0.901265,16.782162,out,ad,near,-1.274958,-1.986798,1.065445,cross court,In,false,20:22:23,
Pash Sunuwar,5,in_play,Forehand,Topspin,44.965748,202,0,0,no_mans_land,ad,near,-2.715099,2.774388,no_mans_land,ad,far,1.413661,23.058559,0.887685,inside out,In,false,20:22:25,
Opponent,6,in_play,Backhand,Slice,39.789402,202,0,0,out,deuce_alley,far,-4.9317,25.825275,out,ad,near,-2.820712,-1.847369,1.110361,down the line,Out,false,20:22:26,
Pash Sunuwar,1,first_serve,Serve,Flat,56.753212,203,0,0,service_box,ad,far,1.147739,15.108196,no_mans_land,deuce,far,-1.188931,23.643412,2.719892,out wide,Net,false,20:22:42,
Pash Sunuwar,1,second_serve,Serve,Slice,39.595253,204,0,0,service_box,deuce,near,1.018575,5.99416,no_mans_land,deuce,far,-1.642093,23.686888,2.677162,down the T,In,false,20:23:01,
Opponent,2,return,Forehand,Topspin,39.975391,204,0,0,service_box,ad,far,1.711474,13.829103,no_mans_land,deuce,near,1.746373,-0.333592,0.970237,down the line,In,false,20:23:03,
Pash Sunuwar,3,serve_plus_one,Backhand,Topspin,36.338367,204,0,0,out,ad_alley,near,-4.437944,-0.032179,no_mans_land,ad,far,1.384903,22.824247,0.424205,down the line,Out,false,20:23:04,
Pash Sunuwar,1,first_serve,Serve,Slice,55.706051,206,0,0,service_box,deuce,far,-1.324533,11.951137,no_mans_land,ad,far,0.550435,23.600822,2.503461,down the T,Net,false,20:23:21,
Pash Sunuwar,1,second_serve,Serve,Slice,33.633923,207,0,0,service_box,ad,near,-3.647936,5.901061,no_mans_land,ad,far,0.285829,24.211226,2.361437,out wide,In,false,20:23:27,
Opponent,2,return,Backhand,Slice,35.148144,207,0,0,service_box,ad,far,0.946541,16.258829,no_mans_land,ad_alley,near,-4.31502,-0.040942,1.010534,down the line,In,false,20:23:29,
Pash Sunuwar,3,serve_plus_one,Forehand,Flat,65.942505,207,0,0,no_mans_land,deuce,near,1.692908,4.139572,no_mans_land,ad,far,2.212061,24.560005,0.74829,inside in,In,false,20:23:31,
Opponent,4,return_plus_one,Forehand,Topspin,41.437191,207,0,0,service_box,ad,near,-1.012394,10.9259,out,deuce,near,2.48721,-0.878916,0.547622,down the line,Net,false,20:23:33,
Pash Sunuwar,1,first_serve,Serve,Slice,52.22179,208,0,0,no_mans_land,deuce,near,3.160134,3.365598,no_mans_land,deuce,far,-1.135513,22.926882,2.595528,out wide,Out,false,20:23:59,
Opponent,2,return,Forehand,Flat,44.308655,208,0,0,out,ad_alley,far,4.421693,24.005848,out,deuce_alley,near,4.364456,-1.461721,0.988972,down the line,Out,false,20:24:00,
Pash Sunuwar,1,second_serve,Serve,Slice,49.069664,209,0,0,no_mans_land,deuce,near,1.138508,5.068687,no_mans_land,deuce,far,-1.543416,24.398895,2.717124,down the T,Out,false,20:24:08,
Opponent,2,return,Forehand,Topspin,36.345901,209,0,0,service_box,deuce,far,-0.103548,16.094069,no_mans_land,deuce,near,1.667251,-0.322952,1.109026,cross court,In,false,20:24:09,
Opponent,3,serve_plus_one,Forehand,Topspin,34.622841,209,0,0,service_box,ad,far,2.507466,17.050934,no_mans_land,deuce,near,0.421053,2.87833,0.92054,down the line,In,false,20:24:13,
Pash Sunuwar,4,return_plus_one,Backhand,Topspin,29.565216,209,0,0,service_box,ad,near,-1.817913,10.493769,no_mans_land,ad,far,3.241479,22.605577,0.813507,cross court,In,false,20:24:14,
Opponent,5,in_play,BH Volley,Flat,21.497717,209,0,0,no_mans_land,deuce,far,-1.652574,18.601179,service_box,ad,near,-1.817913,9.968522,0.636495,down the line,In,false,20:24:16,
Pash Sunuwar,6,in_play,Forehand,Topspin,45.021088,209,0,0,service_box,ad,near,-0.448679,7.140079,no_mans_land,deuce,far,-1.865634,21.048948,0.737032,down the line,In,false,20:24:18,
Opponent,7,in_play,FH Volley,Flat,18.186579,209,0,0,service_box,ad,far,0.697627,18.195581,service_box,ad,near,-0.448679,10.586879,1.100886,cross court,In,false,20:24:18,
Pash Sunuwar,8,in_play,FH Volley,Flat,18.186579,209,0,0,service_box,ad,far,1.382022,15.065925,service_box,ad,far,0.697627,19.404369,0.748306,cross court,Net,false,20:24:19,
Pash Sunuwar,9,in_play,Backhand,Flat,28.47308,209,0,0,no_mans_land,deuce_alley,near,4.457367,5.1456,no_mans_land,ad,far,1.506627,20.390787,0.781179,down the line,Out,false,20:24:20,
Opponent,10,in_play,Forehand,Flat,20.533283,209,0,0,service_box,ad_alley,far,4.845935,12.757371,no_mans_land,deuce_alley,near,5.233086,4.436334,2.227351,down the line,Out,false,20:24:23,
Pash Sunuwar,1,first_serve,Serve,Slice,44.14785,210,0,0,service_box,ad,near,-1.614577,7.873825,no_mans_land,ad,far,1.778728,23.105528,2.375235,down the T,In,false,20:24:44,
Opponent,2,return,Backhand,Topspin,49.616226,210,0,0,no_mans_land,deuce,far,-2.22138,21.200109,no_mans_land,ad,near,-3.671098,0.14715,0.472045,down the line,In,false,20:24:45,
Pash Sunuwar,3,serve_plus_one,Forehand,Slice,40.428265,210,0,0,service_box,ad,far,0.359038,12.612362,no_mans_land,deuce,far,-2.226817,24.926924,0.801688,down the line,Net,false,20:24:47,
Pash Sunuwar,1,first_serve,Serve,Slice,51.225719,211,0,0,service_box,deuce,near,1.211923,6.078482,no_mans_land,deuce,far,-0.877072,24.106279,2.67695,down the T,In,false,20:25:06,
Opponent,2,return,Backhand,Flat,43.399036,211,0,0,no_mans_land,deuce,far,-1.930897,22.488235,out,deuce,near,1.318418,-0.621504,1.027355,inside out,In,false,20:25:07,
Pash Sunuwar,3,serve_plus_one,Forehand,Topspin,41.479881,211,0,0,out,ad_alley,near,-4.372265,-1.313164,out,deuce,far,-2.218878,26.750847,1.218934,down the line,Out,false,20:25:09,
Pash Sunuwar,1,first_serve,Serve,Flat,57.369568,213,0,0,no_mans_land,ad,near,-3.362217,3.8211,no_mans_land,ad,far,0.611712,23.77537,2.514497,out wide,Out,false,20:25:27,
Opponent,2,return,Backhand,Flat,38.004364,213,0,0,service_box,deuce,far,-3.121765,17.932035,out,ad_alley,near,-4.493824,-1.591431,0.946545,down the line,In,false,20:25:28,
Pash Sunuwar,3,serve_plus_one,Forehand,Flat,39.330723,213,0,0,no_mans_land,deuce,near,0.89169,2.404456,out,deuce,far,-1.232215,25.91131,0.913954,cross court,In,false,20:25:30,
Opponent,4,return_plus_one,Forehand,Topspin,39.757313,213,0,0,service_box,deuce,far,-0.069573,16.845737,no_mans_land,deuce,near,1.001587,0.120632,1.249247,cross court,In,false,20:25:32,
Pash Sunuwar,5,in_play,Forehand,Flat,33.377171,213,0,0,service_box,deuce_alley,near,4.176512,6.119807,no_mans_land,deuce,far,-1.169974,23.788656,0.413073,down the line,Out,false,20:25:34,
Opponent,1,first_serve,Serve,Slice,78.494827,214,0,0,service_box,deuce,far,-1.993866,17.748507,no_mans_land,deuce,near,0.551035,-0.416462,2.707846,down the T,In,false,20:26:13,
Pash Sunuwar,2,return,Forehand,Topspin,36.700909,214,0,0,service_box,deuce,near,1.187568,7.8005,no_mans_land,deuce,far,-3.579608,22.074148,1.17484,cross court,In,false,20:26:14,
Opponent,3,serve_plus_one,Forehand,Flat,38.298359,214,0,0,service_box,ad,far,0.198944,17.744211,no_mans_land,deuce,near,3.161333,1.520502,0.847948,down the line,In,false,20:26:16,
Pash Sunuwar,4,return_plus_one,Forehand,Flat,55.17852,214,0,0,out,deuce,near,1.420387,-0.82567,no_mans_land,deuce,far,-0.9934,24.712597,0.794528,cross court,Out,false,20:26:18,
Opponent,1,first_serve,Serve,Flat,69.380173,215,0,0,service_box,ad,far,1.930738,16.747843,no_mans_land,ad,near,-0.998244,-0.211752,2.362609,down the T,In,false,20:26:32,
Pash Sunuwar,2,return,Forehand,Topspin,41.18214,215,0,0,out,deuce,near,2.157243,-0.518291,no_mans_land,ad,far,3.575332,24.390474,1.02354,inside in,Out,false,20:26:33,
Opponent,1,first_serve,Serve,Slice,70.865692,216,0,0,service_box,deuce,far,-2.776641,17.348986,no_mans_land,deuce,near,0.420258,0.06918,2.663437,out wide,In,false,20:26:58,
Pash Sunuwar,2,return,Forehand,Flat,44.414211,216,0,0,no_mans_land,ad,near,-1.231834,4.670678,out,deuce_alley,far,-4.711119,25.979689,0.837915,down the line,In,false,20:26:59,
Opponent,3,serve_plus_one,Forehand,Topspin,44.317047,216,0,0,service_box,deuce,far,-2.274109,17.348986,out,deuce,near,0.242667,-1.178367,0.541403,cross court,In,false,20:27:01,
Pash Sunuwar,4,return_plus_one,Forehand,Flat,44.940666,216,0,0,no_mans_land,deuce,near,2.451162,3.68794,no_mans_land,deuce,far,-2.547592,24.94422,0.703166,cross court,In,false,20:27:03,
Opponent,5,in_play,Forehand,Topspin,37.013741,216,0,0,service_box,deuce,far,-2.621914,18.014088,no_mans_land,deuce,near,3.86197,0.057794,1.146032,cross court,In,false,20:27:04,
Pash Sunuwar,6,in_play,Forehand,Topspin,58.154896,216,0,0,out,ad_alley,near,-5.115273,-0.736117,no_mans_land,deuce,far,-2.744482,24.570303,0.515355,down the line,Out,false,20:27:06,
Opponent,1,first_serve,Serve,Flat,62.001625,217,0,0,service_box,ad,far,1.74975,15.053844,out,ad,near,-1.73759,-0.810997,2.602693,down the T,In,false,20:27:54,
Pash Sunuwar,2,return,Forehand,Topspin,30.462826,217,0,0,service_box,ad,far,1.869015,17.77828,out,ad,far,2.863265,25.02734,0.920821,inside out,Net,false,20:27:55,
Pash Sunuwar,1,first_serve,Serve,Slice,61.365185,218,0,0,service_box,deuce,far,-0.644446,17.254555,no_mans_land,deuce,near,0.473038,0.329048,2.726719,down the T,In,false,20:30:20,
Opponent,2,return,Backhand,Topspin,41.43803,218,0,0,no_mans_land,deuce,near,1.281844,5.06992,no_mans_land,deuce,far,-1.10263,21.399851,1.034527,inside out,In,false,20:30:21,
Pash Sunuwar,3,serve_plus_one,Forehand,Topspin,34.431969,218,0,0,service_box,ad,far,0.681767,15.108196,no_mans_land,deuce,near,1.747809,1.307835,1.058369,down the line,In,false,20:30:22,
Opponent,4,return_plus_one,Backhand,Topspin,42.022251,218,0,0,no_mans_land,ad,near,-2.00716,4.43692,out,ad,far,0.277401,25.672352,0.657571,cross court,In,false,20:30:24,
Pash Sunuwar,5,in_play,Forehand,Topspin,46.041084,218,0,0,service_box,deuce,far,-0.335843,16.014977,no_mans_land,ad,near,-0.240336,-0.454887,1.105042,inside in,In,false,20:30:26,
Opponent,6,in_play,Forehand,Slice,53.135834,218,0,0,no_mans_land,ad,near,-2.884976,4.366909,no_mans_land,deuce,far,-0.063643,22.045866,0.543793,down the line,In,false,20:30:27,
Pash Sunuwar,7,in_play,Backhand,Topspin,28.958395,218,0,0,service_box,deuce,far,-2.289542,14.78861,out,ad,near,-4.011258,-0.887657,0.512111,down the line,In,false,20:30:29,
Opponent,8,in_play,FH Volley,Flat,21.650688,218,0,0,service_box,deuce,near,2.195267,6.58267,service_box,deuce,far,-2.289542,15.997398,0.56072,cross court,In,false,20:30:31,
Pash Sunuwar,1,first_serve,Serve,Slice,57.874901,219,0,0,service_box,ad,far,2.781772,16.685181,no_mans_land,ad,near,-2.323158,-0.253017,2.438985,out wide,In,false,20:30:49,
Opponent,2,return,Backhand,Topspin,44.863903,219,0,0,service_box,ad,near,-0.935906,6.81053,no_mans_land,ad,far,3.47154,24.503874,0.973499,cross court,In,false,20:30:50,
Pash Sunuwar,3,serve_plus_one,Backhand,Slice,29.146029,219,0,0,service_box,ad,near,-1.158522,10.957854,no_mans_land,ad,near,-3.139229,0.495467,0.400045,cross court,Net,false,20:30:52,
Pash Sunuwar,1,first_serve,Serve,Slice,60.1717,221,0,0,service_box,deuce,near,0.233609,10.988444,out,deuce,near,0.560262,-0.732584,2.563224,down the T,Net,false,20:31:14,
Pash Sunuwar,1,second_serve,Serve,Slice,47.626148,222,0,0,service_box,deuce,far,-3.6408,17.88834,no_mans_land,deuce,near,0.27643,0.438671,2.556179,out wide,In,false,20:31:19,
Opponent,2,return,Forehand,Topspin,53.855392,222,0,0,no_mans_land,deuce,near,1.7968,5.005904,no_mans_land,deuce_alley,far,-4.807287,24.78846,0.669107,down the line,In,false,20:31:21,
Pash Sunuwar,3,serve_plus_one,Forehand,Flat,41.776695,222,0,0,no_mans_land,ad,far,0.88378,22.360317,no_mans_land,deuce,near,3.151536,-0.259082,0.704206,down the line,In,false,20:31:22,
Pash Sunuwar,1,first_serve,Serve,Slice,47.703175,224,0,0,service_box,ad,far,3.451212,14.801001,no_mans_land,ad,near,-1.120501,-0.405778,2.403873,out wide,In,false,20:31:41,
Pash Sunuwar,1,first_serve,Serve,Slice,42.062763,225,0,0,service_box,ad,far,2.10605,17.242378,out,ad,near,-1.314476,-1.034983,2.512935,down the T,In,false,20:31:48,
Opponent,2,return,Backhand,Slice,43.178608,225,0,0,no_mans_land,ad,near,-1.183563,3.985372,no_mans_land,ad,far,3.462251,21.747858,0.783511,cross court,In,false,20:31:50,
Pash Sunuwar,3,serve_plus_one,Forehand,Topspin,46.962326,225,0,0,service_box,ad,far,1.142017,15.835198,no_mans_land,ad,near,-1.054262,-0.158489,0.891777,inside out,In,false,20:31:52,
Opponent,4,return_plus_one,Backhand,Slice,45.327442,225,0,0,no_mans_land,deuce,near,0.081963,3.395107,no_mans_land,ad,far,2.686926,23.421135,0.572375,down the line,In,false,20:31:53,
Pash Sunuwar,5,in_play,Forehand,Topspin,33.606853,225,0,0,service_box,deuce,far,-1.076047,18.277966,out,ad,near,-0.367766,-1.128553,0.833289,inside in,In,false,20:31:55,
Opponent,6,in_play,Forehand,Slice,40.233925,225,0,0,no_mans_land,deuce,near,1.349552,1.321648,no_mans_land,ad,far,0.69869,23.225451,0.928883,inside in,In,false,20:31:57,
Pash Sunuwar,7,in_play,Forehand,Topspin,26.80287,225,0,0,service_box,deuce,near,2.774691,9.934653,out,deuce,near,1.564492,-1.234389,1.310977,cross court,Net,false,20:31:59,
Opponent,1,first_serve,Serve,Slice,56.5415,226,0,0,service_box,ad,far,2.164689,13.835004,no_mans_land,deuce,far,-0.925436,23.566031,2.52852,out wide,Net,false,20:32:30,
Opponent,1,second_serve,Serve,Flat,44.305683,227,0,0,service_box,deuce,near,1.240718,6.741269,no_mans_land,deuce,far,-1.585348,23.458746,2.671375,down the T,In,false,20:32:34,
Pash Sunuwar,2,return,Forehand,Flat,39.645401,227,0,0,service_box,deuce,far,-1.677126,16.538956,no_mans_land,deuce,near,2.220055,0.86034,0.991701,cross court,In,false,20:32:35,
Opponent,3,serve_plus_one,Forehand,Topspin,44.772148,227,0,0,no_mans_land,ad,near,-3.031098,4.175029,no_mans_land,deuce,far,-3.024284,21.972128,0.53389,down the line,In,false,20:32:37,
Pash Sunuwar,4,return_plus_one,Backhand,Topspin,54.169926,227,0,0,no_mans_land,ad,far,2.720729,19.342213,out,ad,near,-3.894962,-0.797811,0.470977,cross court,In,false,20:32:39,
Opponent,5,in_play,BH Volley,Flat,20.784662,227,0,0,service_box,ad,far,2.950383,17.305098,no_mans_land,ad,far,2.720729,20.551001,0.806628,cross court,Net,false,20:32:40,
Opponent,1,first_serve,Serve,Slice,65.508537,229,0,0,service_box,deuce,near,0.121888,6.202406,no_mans_land,ad,far,0.794886,23.613848,2.706898,down the T,Out,false,20:33:01,
Opponent,1,second_serve,Serve,Slice,48.394939,230,0,0,service_box,ad,near,-1.564199,7.004665,no_mans_land,ad,far,1.466008,24.571569,2.372251,down the T,In,false,20:33:06,
Pash Sunuwar,2,return,Forehand,Flat,42.597588,230,0,0,service_box,ad,near,-1.157038,10.933937,out,ad,near,-2.378932,-1.425328,0.810279,inside out,Net,false,20:33:08,
Opponent,1,first_serve,Serve,Slice,54.992077,232,0,0,no_mans_land,deuce,near,2.10374,5.198798,no_mans_land,deuce,far,-1.22205,22.766111,2.682678,down the T,Out,false,20:33:27,
Pash Sunuwar,2,return,Forehand,Flat,37.345726,232,0,0,no_mans_land,ad,far,2.43064,18.779652,out,deuce_alley,near,4.268102,-1.56982,0.981903,down the line,In,false,20:33:28,
Opponent,3,serve_plus_one,Backhand,Flat,51.802013,232,0,0,service_box,ad,near,-1.275378,7.242249,no_mans_land,ad,far,2.020471,22.943907,1.53021,cross court,In,false,20:33:30,
Pash Sunuwar,4,return_plus_one,Backhand,Topspin,31.89204,232,0,0,no_mans_land,ad,far,0.357616,19.593639,no_mans_land,ad,near,-3.756343,0.774286,0.321645,cross court,In,false,20:33:31,
Opponent,1,first_serve,Serve,Slice,68.06176,234,0,0,no_mans_land,ad,near,-1.685518,5.424789,no_mans_land,ad,far,0.414849,23.420568,2.567012,down the T,Out,false,20:33:52,
Pash Sunuwar,2,return,Forehand,Flat,33.880287,234,0,0,service_box,deuce,near,0.130016,6.158151,out,ad,near,-2.392702,-1.667327,1.044161,inside in,Net,false,20:33:53,
Opponent,1,first_serve,Serve,Slice,84.448257,236,0,0,service_box,deuce,far,-3.161092,17.443737,out,deuce,near,0.78354,-0.654739,2.627679,out wide,In,false,20:35:11,
Pash Sunuwar,2,return,Forehand,Slice,40.466946,236,0,0,service_box,deuce,near,0.363754,5.943168,no_mans_land,deuce_alley,far,-5.099937,24.427284,0.860804,down the line,In,false,20:35:13,
Opponent,3,serve_plus_one,Forehand,Topspin,66.363663,236,0,0,service_box,ad,far,1.433065,15.162822,no_mans_land,deuce,near,0.813805,0.18425,0.634168,down the line,In,false,20:35:14,
Pash Sunuwar,4,return_plus_one,Backhand,Slice,33.106949,236,0,0,no_mans_land,ad,near,-3.06274,4.453693,no_mans_land,ad,far,1.12216,22.813263,0.610375,cross court,In,false,20:35:16,
Opponent,5,in_play,Backhand,Slice,34.478519,236,0,0,service_box,deuce_alley,far,-4.901815,17.29657,no_mans_land,ad,near,-3.79205,0.661033,0.894258,down the line,Out,false,20:35:18,
Opponent,1,first_serve,Serve,Slice,64.041046,238,0,0,service_box,ad,far,1.768772,17.305658,out,ad,near,-1.093774,-1.145439,2.534579,down the T,In,false,20:35:42,
Pash Sunuwar,2,return,Forehand,Flat,79.482246,238,0,0,service_box,deuce,near,1.075763,7.651811,no_mans_land,ad,far,2.259881,24.68807,0.995016,inside in,In,false,20:35:43,
Opponent,3,serve_plus_one,Forehand,Topspin,52.88311,238,0,0,service_box,deuce,near,0.715785,11.048551,no_mans_land,deuce,near,0.300309,2.397274,0.956854,cross court,Net,false,20:35:45,
Opponent,1,first_serve,Serve,Slice,60.17247,239,0,0,service_box,ad,near,-1.44677,11.793923,no_mans_land,deuce,near,0.312748,0.312793,2.744594,down the T,Net,false,20:35:59,
Opponent,1,second_serve,Serve,Slice,50.147259,240,0,0,service_box,deuce,far,-3.662594,18.040007,no_mans_land,deuce,near,0.703302,0.421449,2.524934,out wide,In,false,20:36:05,
Pash Sunuwar,2,return,Forehand,Topspin,39.043972,240,0,0,no_mans_land,deuce,near,0.184541,4.714723,no_mans_land,deuce_alley,far,-5.084855,24.930395,0.72967,down the line,In,false,20:36:07,
Opponent,3,serve_plus_one,Forehand,Topspin,45.052933,240,0,0,service_box,deuce,far,-2.012774,17.635605,no_mans_land,deuce,near,2.526619,0.940511,0.821586,cross court,In,false,20:36:09,
Pash Sunuwar,4,return_plus_one,Forehand,Topspin,47.211803,240,0,0,service_box,deuce,far,-0.594162,15.323325,out,deuce,far,-3.230397,25.778082,0.703133,cross court,Net,false,20:36:11,
Opponent,1,first_serve,Serve,Flat,68.394768,241,0,0,service_box,deuce,near,2.995501,5.506569,out,ad,near,-1.29258,-1.093294,2.461802,out wide,Net,false,20:36:38,
Opponent,1,second_serve,Serve,Flat,66.76606,242,0,0,service_box,ad,far,1.664537,14.329983,out,ad,near,-1.953773,-0.79608,2.559168,down the T,In,false,20:36:47,
Pash Sunuwar,2,return,Forehand,Topspin,35.388866,242,0,0,service_box,ad,near,-0.912645,7.619815,no_mans_land,ad,far,2.473479,24.547831,0.846057,inside out,In,false,20:36:48,
Opponent,3,serve_plus_one,Backhand,Slice,31.14847,242,0,0,service_box,deuce,far,-1.175476,17.323122,no_mans_land,ad,near,-2.940275,1.893971,0.244997,down the line,In,false,20:36:50,
Pash Sunuwar,4,return_plus_one,Forehand,Flat,37.51012,242,0,0,no_mans_land,deuce_alley,near,4.294149,1.071392,no_mans_land,deuce,far,-1.159489,24.974281,0.879911,down the line,Out,false,20:36:52,
Opponent,1,first_serve,Serve,Slice,94.707512,244,0,0,no_mans_land,deuce,far,-2.883781,20.039932,no_mans_land,deuce,near,0.534344,-0.498675,2.638309,out wide,Out,false,20:37:17,
Pash Sunuwar,2,return,Forehand,Topspin,38.698112,244,0,0,no_mans_land,ad,near,-1.158672,2.043263,no_mans_land,deuce,far,-4.022584,24.852613,1.023349,down the line,In,false,20:37:18,
Opponent,3,serve_plus_one,Backhand,Topspin,35.535557,244,0,0,service_box,ad,far,0.371156,14.848777,no_mans_land,ad,near,-1.292513,-0.316248,1.197639,cross court,In,false,20:37:20,
Pash Sunuwar,4,return_plus_one,Forehand,Topspin,37.395882,244,0,0,service_box,ad,far,1.38212,18.065271,no_mans_land,ad,far,0.286235,20.523829,0.479868,inside out,Net,false,20:37:22,
Opponent,5,in_play,Forehand,Flat,19.154055,244,0,0,service_box,deuce,near,0.861647,10.893575,service_box,deuce,near,1.38212,10.455743,0.461119,cross court,Net,false,20:37:23,
Opponent,1,first_serve,Serve,Flat,62.915085,245,0,0,service_box,ad,far,1.708444,17.01664,no_mans_land,ad,near,-2.502587,1.073448,2.658973,down the T,In,false,20:37:43,
Pash Sunuwar,2,return,Forehand,Topspin,34.285877,245,0,0,service_box,ad,near,-3.42223,6.04323,no_mans_land,ad,far,2.221234,24.535303,0.939679,inside out,In,false,20:37:44,
Opponent,3,serve_plus_one,Backhand,Slice,38.72374,245,0,0,service_box,ad,far,0.589035,13.514994,no_mans_land,ad_alley,near,-5.049393,-0.347263,0.75086,down the line,In,false,20:37:46,
Opponent,1,first_serve,Serve,Slice,81.058525,246,0,0,service_box,deuce,far,-2.298924,16.029419,no_mans_land,deuce,near,0.664493,-0.264456,2.564525,out wide,In,false,20:38:03,
Pash Sunuwar,2,return,Forehand,Topspin,35.55423,246,0,0,service_box,deuce,near,1.75033,9.939396,no_mans_land,deuce_alley,far,-4.789587,24.915339,1.028936,down the line,In,false,20:38:05,
Opponent,3,serve_plus_one,Forehand,Topspin,38.871891,246,0,0,service_box,deuce,far,-2.942268,17.49152,no_mans_land,deuce,near,1.105403,1.279604,0.598767,cross court,In,false,20:38:07,
Pash Sunuwar,4,return_plus_one,Forehand,Topspin,47.946014,246,0,0,no_mans_land,deuce,near,3.311095,0.931938,out,deuce,far,-3.913857,26.287477,1.175465,cross court,In,false,20:38:08,
Opponent,5,in_play,Forehand,Topspin,31.39711,246,0,0,service_box,ad,far,1.169345,14.497125,out,deuce_alley,near,4.714705,-0.970191,1.255434,down the line,In,false,20:38:10,
Pash Sunuwar,6,in_play,Backhand,Slice,31.815111,246,0,0,no_mans_land,ad,near,-2.365218,3.796736,no_mans_land,ad,far,0.553859,20.779253,1.093891,cross court,In,false,20:38:12,
Opponent,7,in_play,Backhand,Topspin,33.096268,246,0,0,no_mans_land,ad,far,2.718474,20.817305,no_mans_land,ad,near,-3.139231,-0.261633,1.154906,cross court,In,false,20:38:14,
Pash Sunuwar,8,in_play,Backhand,Slice,37.775661,246,0,0,no_mans_land,ad,near,-0.740956,0.439137,out,ad,far,4.100343,25.853746,0.627332,cross court,In,false,20:38:17,
Opponent,9,in_play,Forehand,Topspin,36.146896,246,0,0,no_mans_land,ad,far,2.358836,23.298901,no_mans_land,ad,near,-0.740956,-0.08611,0.046151,inside out,In,false,20:38:19,
Opponent,1,first_serve,Serve,Flat,70.091103,248,0,0,service_box,ad,far,2.337434,16.929296,out,ad,near,-1.482126,-1.089957,2.543075,out wide,In,false,20:38:39,
Pash Sunuwar,2,return,Backhand,Flat,43.252144,248,0,0,no_mans_land,deuce_alley,near,5.077875,1.004059,no_mans_land,ad,far,3.919244,24.430851,0.823561,down the line,Out,false,20:38:40,
Opponent,1,first_serve,Serve,Slice,57.493797,249,0,0,service_box,deuce,far,-3.119585,18.077669,no_mans_land,deuce,near,0.449991,0.029825,2.637973,out wide,In,false,20:38:56,
Pash Sunuwar,2,return,Forehand,Topspin,53.143627,249,0,0,no_mans_land,ad,near,-2.656953,1.130669,out,deuce_alley,far,-5.035854,26.803114,0.923851,down the line,In,false,20:38:57,
Opponent,1,first_serve,Serve,Slice,65.634842,250,0,0,no_mans_land,deuce,far,-1.561678,18.997047,no_mans_land,deuce,near,0.438108,-0.040377,2.665418,down the T,Out,false,20:39:08,
Pash Sunuwar,2,return,Forehand,Topspin,44.170792,250,0,0,no_mans_land,deuce,near,0.552162,2.924013,no_mans_land,deuce,far,-3.942381,23.633507,0.903368,cross court,In,false,20:39:10,
Opponent,3,serve_plus_one,Forehand,Topspin,33.624496,250,0,0,service_box,deuce,far,-0.37093,16.866127,no_mans_land,deuce,near,0.830158,-0.469831,1.191955,cross court,In,false,20:39:11,
Pash Sunuwar,4,return_plus_one,Forehand,Topspin,45.488503,250,0,0,no_mans_land,deuce_alley,near,5.061461,2.023669,out,deuce,far,-0.756162,25.947069,1.208216,down the line,Out,false,20:39:13,
Opponent,5,in_play,Forehand,Topspin,46.510628,250,0,0,out,deuce,far,-2.424255,23.80172,out,deuce_alley,near,4.454121,-1.328114,0.854389,down the line,Out,false,20:39:15,
Pash Sunuwar,6,in_play,Forehand,Topspin,47.240227,250,0,0,no_mans_land,deuce,near,0.363754,3.545417,out,deuce,far,-3.363624,26.328211,0.921214,cross court,In,false,20:39:17,
Opponent,7,in_play,Forehand,Topspin,31.438601,250,0,0,service_box,ad,far,0.076764,17.576376,out,deuce,near,0.660969,-1.561237,0.988478,down the line,In,false,20:39:19,
Pash Sunuwar,8,in_play,Forehand,Topspin,45.779285,250,0,0,no_mans_land,ad,near,-0.426856,3.986491,out,deuce,far,-0.488076,27.511858,0.931053,down the line,In,false,20:39:22,
Opponent,9,in_play,Backhand,Slice,32.765759,250,0,0,service_box,ad,far,2.616401,17.076525,out,ad,near,-0.23845,-0.882728,1.029781,cross court,In,false,20:39:23,
Pash Sunuwar,10,in_play,Backhand,Topspin,39.24099,250,0,0,no_mans_land,ad,near,-0.658234,3.299749,no_mans_land,ad,far,3.127107,21.353746,1.088505,cross court,In,false,20:39:25,
Opponent,11,in_play,Backhand,Topspin,36.883087,250,0,0,no_mans_land,ad,far,2.991302,19.872063,out,ad,near,-1.531271,-1.238896,0.827289,cross court,In,false,20:39:27,
Pash Sunuwar,12,in_play,Backhand,Flat,27.980013,250,0,0,service_box,deuce,near,1.377799,7.306457,no_mans_land,ad,far,3.479563,22.978079,1.8225,down the line,In,false,20:39:29,
Opponent,13,in_play,Forehand,Topspin,28.09211,250,0,0,service_box,ad,far,2.122255,17.393713,service_box,deuce,near,0.947222,5.318963,0.823701,down the line,In,false,20:39:31,
